customer_id,churn_label,churn_value,churn_score,cltv,churn_reason
0257-KXZGU,0,0,74,5442,
1307-ATKGB,0,0,41,2007,
3714-XPXBW,0,0,64,3801,
1850-AKQEP,0,0,42,4577,
2824-DXNKN,0,0,30,5656,
5227-JSCFE,0,0,28,5421,
0848-ZGQIJ,0,0,36,3050,
3621-CHYVB,0,0,68,5866,
8042-RNLKO,0,0,48,4163,
5372-FBKBN,0,0,39,2143,
0420-TXVSG,0,0,73,5933,
6217-TOWGS,0,0,64,4852,
1045-LTCYT,0,0,78,2158,
1544-JJMYL,0,0,60,2450,
4636-JGAAI,0,0,70,4014,
6874-SGLHU,0,0,23,4126,
5951-AOFIH,0,0,69,3843,
3059-NGMXB,0,0,24,2871,
8652-YHIYU,0,0,64,5040,
5278-PNYOX,0,0,52,5499,
3486-HOOGQ,0,0,41,4848,
5061-PBXFW,0,0,51,2649,
8630-FJLIB,0,0,68,2421,
3891-NLXJB,0,0,24,4050,
4749-OJKQU,0,0,31,5396,
0577-WHMEV,0,0,73,4839,
5453-AXEPF,0,0,76,3591,
3639-XJHKQ,0,0,33,2463,
3716-LRGXK,0,0,35,5301,
2263-SFSQZ,0,0,37,5461,
9950-MTGYX,0,0,73,2948,
3397-AVTKU,0,0,73,4614,
4825-FUREZ,0,0,61,5940,
2672-OJQZP,0,0,30,4118,
3134-DSHVC,0,0,75,5989,
7821-DPRQE,0,0,53,5015,
2001-EWBQU,0,0,75,6186,
1608-GMEWB,0,0,58,3960,
6695-AMZUF,0,0,54,5950,
8410-BGQXN,0,0,54,4402,
1619-YWUBB,0,0,72,6146,
7611-YKYTC,0,0,48,4040,
0365-GXEZS,0,0,79,2831,
0082-OQIQY,0,0,60,4561,
3606-SBKRY,0,0,35,4529,
0667-NSRGI,0,0,75,2478,
6893-ODYYE,0,0,25,6435,
8242-JSVBO,0,0,65,4300,
9541-ZPSEA,0,0,33,5954,
2665-NPTGL,0,0,38,3114,
1139-WUOAH,0,0,42,5461,
4693-VWVBO,0,0,46,3889,
6937-GCDGQ,0,0,35,2394,
0988-JRWWP,0,0,68,3167,
5075-JSDKI,0,0,26,6196,
8644-XYTSV,0,0,68,4348,
3873-WOSBC,0,0,38,4879,
7465-ZZRVX,0,0,32,2722,
7975-JMZNT,0,0,39,5453,
7251-XFOIL,0,0,23,5536,
4116-IQRFR,0,0,21,4463,
8259-DZLIZ,0,0,36,4954,
0442-ZXKVS,0,0,45,4337,
7853-WNZSY,0,0,33,5809,
3120-FAZKD,0,0,41,4039,
8606-OEGQZ,0,0,78,3416,
0225-ZORZP,0,0,43,5828,
9489-JMTTN,0,0,60,5096,
0575-CUQOV,0,0,29,6150,
0967-BMLBD,0,0,72,5837,
2830-LEWOA,0,0,28,4079,
5006-MXVRN,0,0,45,3733,
8327-WKMIE,0,0,65,4422,
6917-FIJHC,0,0,20,5374,
5329-KRDTM,0,0,29,6202,
7797-EJMDP,0,0,59,4157,
3530-VWVGU,0,0,43,5657,
6368-NWMCE,0,0,66,3371,
3633-CDBUW,0,0,24,3913,
0707-HOVVN,0,0,62,6024,
3956-MGXOG,0,0,70,2951,
9274-UARKJ,0,0,36,4096,
4077-HWUYD,0,0,43,5341,
0103-CSITQ,0,0,65,6026,
8671-KKKOS,0,0,27,5565,
7305-ZWMAJ,0,0,78,2492,
9518-XXBXE,0,0,41,4254,
6578-KRMAW,0,0,66,3224,
4860-IJUDE,0,0,78,2070,
9688-YGXVR,0,0,59,4112,
0423-UDIJQ,0,0,22,2145,
1945-XISKS,0,0,26,4994,
5360-LJCNJ,0,0,32,5707,
2607-FBDFF,0,0,45,5289,
1100-DDVRV,0,0,24,5575,
6728-WYQBC,0,0,62,2285,
9029-FEGVJ,0,0,27,5242,
7216-KAOID,0,0,72,2446,
6145-NNPNO,0,0,64,3103,
5339-TJFEK,0,0,56,4271,
2074-GUHPQ,0,0,41,2347,
4625-XMOYM,0,0,36,5098,
5827-MWCZK,0,0,66,6484,
1385-TQOZW,0,0,41,2392,
5914-XRFQB,0,0,80,6479,
4329-YPDDQ,0,0,67,2102,
4804-NCPET,0,0,60,4821,
5944-UGLLK,0,0,80,5677,
7787-BNTZM,0,0,76,5761,
2252-ISRNH,0,0,27,2993,
9415-TPKRV,0,0,38,5681,
5322-TEUJK,0,0,71,4071,
1866-DIOQZ,0,0,42,4698,
8375-KVTHK,0,0,39,5757,
2697-NQBPF,0,0,74,5503,
3709-OIJEA,0,0,52,5156,
1386-ZIKUV,0,0,26,4097,
0599-XNYDO,0,0,33,5456,
6377-WHAOX,0,0,32,4115,
6855-VLGOS,0,0,41,5809,
8999-XXGNS,0,0,53,5832,
8746-OQQRW,0,0,43,3962,
3181-MIZBN,0,0,68,3677,
0471-ARVMX,0,0,68,5061,
7766-CLTIC,0,0,28,4323,
5650-YLIBA,0,0,25,3031,
0825-CPPQH,0,0,72,4241,
9084-OAYKL,0,0,80,4758,
6122-LJADA,0,0,49,5824,
2400-XIWIO,0,0,80,5054,
7524-VRLPL,0,0,34,4204,
7569-NMZYQ,0,0,49,5475,
5201-USSQZ,0,0,67,4038,
2105-PHWON,0,0,76,4639,
1494-EJZDW,0,0,74,2836,
4884-TVUQF,0,0,48,4421,
8003-EWNDZ,0,0,34,2066,
1897-RCFUM,0,0,67,3109,
9256-JTBNZ,0,0,72,4188,
2211-RMNHO,0,0,43,4732,
2432-TFSMK,0,0,36,2269,
4929-ROART,0,0,47,2277,
1834-ABKHQ,0,0,73,4298,
1741-WTPON,0,0,75,4937,
3932-IJWDZ,0,0,21,2183,
1240-HCBOH,0,0,42,6466,
3594-KADLU,0,0,35,3610,
8065-BVEPF,0,0,52,4574,
3796-ENZGF,0,0,36,6438,
1734-ZMNTZ,0,0,65,5409,
2853-CWQFQ,0,0,47,5824,
0813-TAXXS,0,0,59,6483,
2519-TWKFS,0,0,40,2499,
0626-QXNGV,0,0,68,5613,
6723-CEGQI,0,0,37,5712,
4732-RRJZC,0,0,45,4954,
9499-XPZXM,0,0,30,4675,
4338-EYCER,0,0,43,5763,
3007-FDPEA,0,0,46,2107,
6350-XFYGW,0,0,44,2757,
8513-OLYGY,0,0,41,5130,
0311-QYWSS,0,0,60,3672,
8705-DWKTI,0,0,40,6339,
8755-IWJHN,0,0,21,6132,
4480-QQRHC,0,0,79,4899,
0929-PECLO,0,0,38,4438,
3680-CTHUH,0,0,74,5680,
1202-KKGFU,0,0,31,4474,
6112-KTHFQ,0,0,23,5917,
1852-XEMDW,0,0,30,4709,
1820-DJFPH,0,0,36,4755,
9426-SXNHE,0,0,23,5355,
9068-FHQHD,0,0,29,3556,
1269-FOYWN,0,0,72,3743,
9470-YFUYI,0,0,55,5247,
7402-EYFXX,0,0,54,4030,
9895-VFOXH,0,0,61,5092,
1230-QAJDW,0,0,43,2562,
5701-ZIKJE,0,0,29,5530,
5032-MIYKT,0,0,28,4056,
7396-VJUZB,0,0,57,2776,
9717-QEBGU,0,0,37,2980,
5172-RKOCB,0,0,21,5758,
6509-TSGWN,0,0,72,5359,
3178-CIFOT,0,0,58,5916,
4530-NDRKU,0,0,80,5091,
5985-TBABQ,0,0,66,2830,
9800-ONTFE,0,0,37,4479,
6743-HHQPF,0,0,57,4959,
8455-HIRAQ,0,0,65,4909,
6616-AALSR,0,0,76,4997,
9415-ZNBSX,0,0,46,5650,
4018-KJYUY,0,0,78,2722,
3884-UEBXB,0,0,39,6314,
8780-RSYYU,0,0,23,2159,
5537-UXXVS,0,0,68,4137,
1791-PQHBB,0,0,31,5056,
8701-DGLVH,0,0,65,6097,
8741-LQOBK,0,0,33,4829,
8082-GHXOP,0,0,24,5611,
0980-FEXWF,0,0,48,3386,
3011-WQKSZ,0,0,31,5188,
8218-FFJDS,0,0,27,6114,
1986-PHGZF,0,0,54,2812,
9360-OMDZZ,0,0,69,3192,
0345-XMMUG,0,0,45,5119,
8024-XNAFQ,0,0,56,5294,
2988-GBIVW,0,0,64,5129,
2832-SCUCO,0,0,40,2822,
7036-ZZKBD,0,0,79,3282,
0265-PSUAE,0,0,72,3337,
0463-TXOAK,0,0,76,5662,
0594-UFTUL,0,0,31,2928,
9509-MPYOD,0,0,67,4261,
9128-CPXKI,0,0,45,5470,
0129-KPTWJ,0,0,20,5943,
5855-EIBDE,0,0,57,5948,
5365-LLFYV,0,0,65,2245,
5956-YHHRX,0,0,22,4934,
6008-NAIXK,0,0,58,4521,
1928-BXYIV,0,0,28,4592,
5760-FXFVO,0,0,35,4093,
0961-ZWLVI,0,0,44,6005,
5181-OABFK,0,0,72,4173,
4007-NHVHI,0,0,57,5679,
7816-VGHTO,0,0,30,2866,
5871-DGTXZ,0,0,38,4636,
7550-WIQVA,0,0,71,4972,
7544-ZVIKX,0,0,75,5870,
0016-QLJIS,0,0,25,5509,
7508-DQAKK,0,0,33,6474,
5176-OLSKT,0,0,61,5546,
9356-AXGMP,0,0,60,5461,
3556-BVQGL,0,0,71,3585,
8979-CAMGB,0,0,47,6100,
7581-EBBOU,0,0,62,4260,
5073-RZGBK,0,0,26,5823,
2192-CKRLV,0,0,33,4700,
3154-HMWUU,0,0,63,5848,
6119-SPUDB,0,0,73,2653,
6522-OIQSX,0,0,23,4175,
7813-ZGGAW,0,0,40,3364,
8748-HFWBO,0,0,29,5964,
1052-QJIBV,0,0,53,6015,
1319-YLZJG,0,0,31,2499,
0723-FDLAY,0,0,57,2292,
3050-RLLXC,0,0,62,5907,
9298-WGMRW,0,0,44,4697,
3088-LHEFH,0,0,33,3885,
6583-KQJLK,0,0,70,5868,
8544-JNBOX,0,0,57,4626,
6681-ZSEXG,0,0,71,5477,
6139-ZZRBQ,0,0,44,4309,
6116-RFVHN,0,0,42,3744,
8884-FEEWR,0,0,70,2858,
3125-RAHBV,0,0,55,2768,
0373-AIVNJ,0,0,67,3755,
1682-VCOIO,0,0,43,3434,
2072-ZVJJX,0,0,70,4571,
8849-AYPTR,0,0,57,3296,
9518-IMLHK,0,0,77,3175,
3646-ITDGM,0,0,56,4831,
3569-VLDHH,0,0,23,6123,
8224-KDLKN,0,0,41,4275,
7594-LZNWR,0,0,63,4478,
4001-TSBTV,0,0,49,6423,
8727-XDPUD,0,0,68,5658,
1043-UXOVO,0,0,35,4955,
1064-FBXNK,0,0,20,2618,
3996-ZNWYK,0,0,69,5819,
2878-DHMIN,0,0,30,2334,
7762-ONLJY,0,0,51,4122,
5795-BKOYE,0,0,71,5846,
7402-PWYJJ,0,0,44,6439,
0018-NYROU,0,0,57,5536,
7501-VTYLJ,0,0,72,4057,
7608-RGIRO,0,0,66,4889,
0480-BIXDE,0,0,66,3249,
5895-QSXOD,0,0,63,3522,
9814-AOUDH,0,0,57,5625,
6175-IRFIT,0,0,66,2610,
8760-ZRHKE,0,0,65,5546,
1622-HSHSF,0,0,58,5607,
6749-UTDVX,0,0,63,6088,
5542-DHSXL,0,0,37,3475,
9102-OXKFY,0,0,64,4293,
5216-WASFJ,0,0,30,5603,
7808-DVWEP,0,0,44,3985,
2284-VFLKH,0,0,43,4995,
0366-NQSHS,0,0,52,5863,
3807-BPOMJ,0,0,63,6021,
3892-NXAZG,0,0,72,6254,
4948-WBBKL,0,0,23,5041,
4182-BGSIQ,0,0,49,3196,
0988-AADSA,0,0,56,6317,
9972-NKTFD,0,0,73,3185,
3717-LNXKW,0,0,36,3676,
5734-EJKXG,0,0,76,5536,
2207-RYYRL,0,0,28,5535,
6729-FZWSY,0,0,57,5343,
9695-IDRZR,0,0,46,5104,
8144-DGHXP,0,0,53,4231,
7814-LEEVE,0,0,54,4215,
8631-WUXGY,0,0,46,2405,
5906-DVAPM,0,0,65,5011,
6654-QGBZZ,0,0,54,5057,
8348-JLBUG,0,0,34,4270,
5641-DMBFJ,0,0,69,5724,
9200-NLNPD,0,0,27,6445,
2664-XJZNO,0,0,35,5169,
3339-EAQNV,0,0,69,6156,
0921-OHLVP,0,0,59,5357,
8350-NYMVI,0,0,42,3618,
1600-DILPE,0,0,35,4998,
0536-ESJEP,0,0,59,4544,
4654-GGUII,0,0,48,4624,
6478-HRRCZ,0,0,61,5870,
8510-BBWMU,0,0,39,5678,
6857-TKDJV,0,0,62,4444,
2360-RDGRO,0,0,70,5089,
0584-BJQGZ,0,0,63,4855,
1360-XFJMR,0,0,24,4017,
5730-RIITO,0,0,79,4757,
9058-MJLZC,0,0,42,3667,
0902-XKXPN,0,0,78,5463,
5177-RVZNU,0,0,43,4186,
0056-EPFBG,0,0,29,3899,
8993-IZEUX,0,0,20,4320,
8190-ZTQFB,0,0,59,5622,
0931-MHTEM,0,0,69,4478,
7515-LODFU,0,0,21,4042,
0440-UEDAI,0,0,64,5452,
1337-BOZWO,0,0,35,4003,
0868-VJRDR,0,0,36,4337,
6344-SFJVH,0,0,20,5942,
3950-VPYJB,0,0,28,4778,
8041-TMEID,0,0,49,6453,
7321-ZNSLA,0,0,27,2898,
6941-KXRRV,0,0,49,4815,
8727-JQFHV,0,0,68,4937,
9475-NNDGC,0,0,75,4068,
1355-KUSBG,0,0,51,4785,
3688-FTHLT,0,0,73,3214,
0899-LIIBW,0,0,76,5891,
1384-RCUXW,0,0,24,5183,
5825-XJOCM,0,0,45,2545,
6848-YLDFR,0,0,46,4559,
8125-QPFJD,0,0,65,4447,
2320-YKQBO,0,0,57,4764,
4973-RLZVI,0,0,59,5616,
7869-ZYDST,0,0,59,5841,
4501-UYKBC,0,0,30,3856,
1215-EXRMO,0,0,78,4745,
2305-MRGLV,0,0,71,2085,
8404-VIOMB,0,0,57,4165,
2359-KLTEK,0,0,53,3539,
5304-EFJLP,0,0,36,4406,
2673-ZALNP,0,0,46,2750,
9184-GALIL,0,0,43,5587,
4393-RYCRE,0,0,60,4588,
9746-MDMBK,0,0,35,3729,
3162-ZJZFU,0,0,27,4700,
8404-GFGCZ,0,0,44,4552,
8875-AKBYH,0,0,70,4915,
0533-UCAAU,0,0,40,5462,
1394-SUIUH,0,0,45,2672,
3521-MNKLV,0,0,48,5832,
2533-TIBIX,0,0,78,5825,
5092-STPKP,0,0,42,5128,
0114-PEGZZ,0,0,33,4800,
3359-DSRKA,0,0,46,6440,
8639-NHQEI,0,0,30,4213,
7161-DFHUF,0,0,77,6166,
3720-DBRWL,0,0,53,5703,
8565-WUXZU,0,0,54,4240,
4994-OBRSZ,0,0,33,2045,
0562-FGDCR,0,0,25,4703,
2436-QBZFP,0,0,25,3288,
3420-YJLQT,0,0,24,5965,
6040-CGACY,0,0,35,3195,
6582-PLFUU,0,0,40,5974,
8242-PDSGJ,0,0,60,5840,
0264-CNITK,0,0,23,5043,
0089-IIQKO,0,0,43,4447,
7839-NUIAA,0,0,53,5381,
6075-QMNRR,0,0,26,6334,
5966-EMAZU,0,0,22,4576,
0440-EKDCF,0,0,80,4404,
4774-HHGGS,0,0,28,2347,
2055-BFOCC,0,0,42,5688,
8180-AKMJV,0,0,45,5825,
4298-OYIFC,0,0,53,5640,
5566-SOEZD,0,0,31,5856,
9842-EFSYY,0,0,26,2421,
2272-WUSPA,0,0,34,4848,
4584-LBNMK,0,0,61,5644,
3898-GUYTS,0,0,34,4735,
0930-EHUZA,0,0,38,4771,
9975-SKRNR,0,0,69,4480,
3703-KBKZP,0,0,47,5111,
4973-MGTON,0,0,21,5619,
3682-YEUWS,0,0,54,4458,
1223-UNPKS,0,0,24,4328,
3446-QDSZF,0,0,66,2328,
5117-IFGPS,0,0,67,2217,
7379-FNIUJ,0,0,23,4855,
1627-AFWVJ,0,0,35,2265,
4486-EFAEB,0,0,54,2486,
0060-FUALY,0,0,26,5238,
6954-OOYZZ,0,0,44,2935,
7088-FBAWU,0,0,22,4451,
8313-AFGBW,0,0,51,4795,
3097-IDVPU,0,0,76,5749,
2197-OMWGI,0,0,31,5583,
2303-PJYHN,0,0,80,4107,
9795-VOWON,0,0,26,4665,
1237-WIYYZ,0,0,28,2386,
1987-AUELQ,0,0,52,6334,
7852-LECYP,0,0,43,5870,
4822-LPTYJ,0,0,45,4655,
8165-CBKXO,0,0,46,5748,
6527-PZFPV,0,0,48,4654,
9593-CVZKR,0,0,52,5577,
8595-SIZNC,0,0,75,2628,
5236-XMZJY,0,0,80,3048,
4827-DPADN,0,0,61,4505,
2694-CIUMO,0,0,62,3445,
5846-ABOBJ,0,0,72,4766,
1439-LCGVL,0,0,39,3656,
0909-SDHNU,0,0,56,4236,
4647-XXZAM,0,0,51,5450,
7740-KKCXF,0,0,21,5045,
5360-XGYAZ,0,0,47,4934,
3557-HTYWR,0,0,75,2831,
8920-NAVAY,0,0,43,5166,
1699-TLDLZ,0,0,43,5293,
5600-PDUJF,0,0,75,5552,
0567-XRHCU,0,0,73,4479,
2067-QYTCF,0,0,55,5455,
7407-SUJIZ,0,0,50,2305,
9150-KPBJQ,0,0,27,3945,
0052-DCKON,0,0,42,5845,
3654-ARMGP,0,0,79,4730,
9699-UBQFS,0,0,32,4745,
9367-TCUYN,0,0,32,5179,
1261-FWTTE,0,0,67,2307,
3528-HFRIQ,0,0,51,5491,
0708-SJDIS,0,0,55,5567,
2073-QBVBI,0,0,80,2954,
6928-ONTRW,0,0,33,5451,
3320-VEOYC,0,0,78,3502,
5231-FIQPA,0,0,40,3523,
6617-WLBQC,0,0,80,5939,
2599-CIPQE,0,0,61,5737,
8774-GSBUN,0,0,46,6011,
7326-RIGQZ,0,0,62,2651,
1401-FTHFQ,0,0,62,2170,
0254-FNMCI,0,0,37,5234,
1848-LBZHY,0,0,42,2547,
8118-TJAFG,0,0,60,2757,
5429-LWCMV,0,0,80,4041,
7298-IZWLY,0,0,25,2742,
9758-MFWGD,0,0,49,2617,
3955-JBZZM,0,0,80,2317,
4815-TUMEQ,0,0,38,4190,
9909-IDLEK,0,0,26,3222,
4092-OFQZS,0,0,40,4147,
1561-BWHIN,0,0,27,4464,
9927-DSWDF,0,0,68,2429,
9500-LTVBP,0,0,31,3999,
7252-NTGSS,0,0,48,4131,
8149-AIQCG,0,0,62,3271,
1360-JYXKQ,0,0,54,4118,
0899-WZRSD,0,0,31,5680,
3255-GRXMG,0,0,75,4403,
4828-FAZPK,0,0,65,3855,
6094-ZIVKX,0,0,45,6309,
6925-BAYGL,0,0,70,5295,
3262-EIDHV,0,0,49,6375,
7354-OIJLX,0,0,70,5212,
1376-HHBDV,0,0,71,4864,
6133-OZILE,0,0,32,5381,
4135-FRWKJ,0,0,42,4319,
6551-ZCOTS,0,0,52,5756,
7191-ADRGF,0,0,64,3222,
5018-LXQQG,0,0,80,4631,
6892-BOGQE,0,0,53,4030,
1746-TGTWV,0,0,70,3514,
5995-SNNEW,0,0,37,5883,
8050-WYBND,0,0,28,5941,
2821-WARNZ,0,0,34,4170,
4879-GZLFH,0,0,33,5697,
8314-HTWVE,0,0,60,3973,
9402-ROUMJ,0,0,64,5588,
2507-QZPQS,0,0,23,4999,
7159-NOKYQ,0,0,59,4001,
5707-ZMDJP,0,0,27,4590,
8779-YIQQA,0,0,47,3243,
7136-IHZJA,0,0,43,5807,
8966-OIQHG,0,0,59,2258,
7074-STDCN,0,0,58,4436,
8739-QOTTN,0,0,74,5761,
1399-OUPJN,0,0,80,4235,
0277-BKSQP,0,0,62,4854,
5774-XZTQC,0,0,75,4484,
2676-SSLTO,0,0,33,6138,
6266-QHOJZ,0,0,77,6421,
7269-JISCY,0,0,39,4055,
0363-SVHYR,0,0,60,6452,
8547-NSBBO,0,0,37,5154,
6591-QGOYB,0,0,25,2754,
9070-BCKQP,0,0,21,4498,
6421-SZVEM,0,0,75,5802,
1328-EUZHC,0,0,30,4329,
8878-RYUKI,0,0,40,6107,
9633-DENPU,0,0,33,2613,
7811-JIVPF,0,0,47,4790,
7113-HIPFI,0,0,53,5500,
8541-QVFKM,0,0,61,5777,
9258-CNWAC,0,0,27,6208,
5371-VYLSX,0,0,68,4977,
6374-AFWOX,0,0,79,2680,
5317-FLPJF,0,0,67,4824,
7621-VPNET,0,0,25,2219,
6034-YMTOB,0,0,40,2296,
4903-CNOZC,0,0,29,2064,
4353-HYOJD,0,0,75,5580,
7267-FRMJW,0,0,46,5306,
4188-FRABG,0,0,22,5586,
4128-ETESU,0,0,67,4787,
0620-DLSLK,0,0,71,2054,
3850-OKINF,0,0,62,4756,
1156-ZFYDO,0,0,38,3666,
3295-YVUSR,0,0,47,5098,
8016-NCFVO,0,0,58,4222,
4119-ZYPZY,0,0,28,6423,
5549-ZGHFB,0,0,57,6019,
7577-SWIFR,0,0,28,5579,
0303-WMMRN,0,0,27,3056,
6408-OTUBZ,0,0,53,4494,
5204-HMGYF,0,0,68,4567,
1078-TDCRN,0,0,27,4133,
3727-OVPRY,0,0,43,5517,
3797-FKOGQ,0,0,41,3157,
7622-NXQZR,0,0,31,2653,
6196-HBOBZ,0,0,80,6300,
3970-XGJDU,0,0,64,4937,
7017-VFULY,0,0,26,4158,
5562-YJQGT,0,0,40,3746,
8807-OPMBM,0,0,42,4466,
5439-WIKXB,0,0,45,4914,
8294-UIMBA,0,0,68,4584,
8109-YUOHE,0,0,56,5025,
5840-NVDCG,0,0,43,3559,
8092-NLTGF,0,0,35,5398,
5928-QLDHB,0,0,62,2062,
9840-EFJQB,0,0,80,4237,
0696-UKTOX,0,0,80,2496,
4801-KFYKL,0,0,20,4119,
3472-OAOOR,0,0,79,3422,
6135-OZQVA,0,0,51,4389,
2252-JHJGE,0,0,22,4344,
4188-PCPIG,0,0,32,5779,
7105-BENQF,0,0,51,4442,
7721-DVEKZ,0,0,73,4639,
3566-VVORZ,0,0,60,5790,
9507-HSMMZ,0,0,41,6094,
2480-SQIOB,0,0,63,2114,
7813-TKCVO,0,0,57,4390,
0128-MKWSG,0,0,45,3287,
4350-ZTLPI,0,0,36,4163,
0361-HJRDX,0,0,40,4146,
5727-MYATE,0,0,46,5028,
3823-KYNQY,0,0,71,4443,
7570-WELNY,0,0,41,5520,
3021-VLNRJ,0,0,34,4798,
2080-CAZNM,0,0,61,4477,
1028-FFNJK,0,0,73,4828,
6907-FLBER,0,0,78,3259,
3001-UNBTL,0,0,58,3733,
5982-PSMKW,0,0,71,5991,
3507-GASNP,0,0,74,5316,
7096-ZNBZI,0,0,55,5534,
1676-MQAOA,0,0,55,6284,
0786-IVLAW,0,0,20,4722,
7566-DSRLQ,0,0,70,5065,
7245-JMTTQ,0,0,47,4363,
6050-IJRHS,0,0,41,6319,
6202-JVYEU,0,0,31,3643,
8591-TKMZH,0,0,76,4952,
0734-OXWBT,0,0,56,2584,
4282-ACRXS,0,0,33,3511,
0365-TRTPY,0,0,44,5135,
7349-ALMUX,0,0,27,3183,
6502-KUGLL,0,0,26,5723,
1841-YSJGV,0,0,59,6258,
3511-BFTJW,0,0,58,4710,
7668-XCFYV,0,0,23,3689,
5018-HEKFO,0,0,78,5594,
3976-NLDEZ,0,0,52,5370,
2282-YGNOR,0,0,63,2810,
5336-UFNZP,0,0,32,6211,
6854-EXGSF,0,0,38,3033,
1241-EZFMJ,0,0,41,6015,
9233-PSYHO,0,0,21,2636,
5376-PCKNB,0,0,29,4750,
8044-BGWPI,0,0,40,5209,
4060-LDNLU,0,0,38,4329,
3589-PPVKW,0,0,31,5457,
5887-IKKYO,0,0,49,4777,
1755-RMCXH,0,0,38,5113,
3858-XHYJO,0,0,41,4078,
4299-SIMNS,0,0,68,4544,
7025-IWFHT,0,0,66,5549,
6261-LHRTG,0,0,23,4020,
7841-FCRQD,0,0,49,3160,
2056-EVGZL,0,0,39,4437,
8777-MBMTS,0,0,80,4872,
7753-USQYQ,0,0,40,5151,
7661-CPURM,0,0,78,4446,
6233-HXJMX,0,0,32,5470,
5902-WBLSE,0,0,67,5219,
3239-TPHPZ,0,0,74,5453,
5115-GZDEL,0,0,25,5592,
3338-CVVEH,0,0,25,5674,
2615-YVMYX,0,0,64,5775,
2851-STERV,0,0,59,2715,
4393-GEADV,0,0,72,5035,
8486-AYEQH,0,0,63,2421,
5419-JKZNQ,0,0,49,2009,
2495-KZNFB,0,0,44,4460,
1409-PHXTF,0,0,77,4425,
4560-WQAQW,0,0,29,4244,
9591-YVTEB,0,0,49,5829,
9309-BZGNT,0,0,43,5681,
4274-DRSQT,0,0,27,5868,
2027-DNKIV,0,0,31,3483,
8075-GXIUB,0,0,59,5601,
2885-HIJDH,0,0,49,4667,
5424-RLQLC,0,0,20,2385,
6507-DTJZV,0,0,43,3660,
7673-BQGKU,0,0,23,4554,
6723-WSNTY,0,0,35,5360,
2725-IWWBA,0,0,44,4258,
1061-PNTHC,0,0,67,5012,
0394-YONDK,0,0,39,5114,
6574-MCOEH,0,0,73,3555,
7399-QHBJS,0,0,65,6063,
0997-YTLNY,0,0,74,3749,
9479-HYNYL,0,0,24,5617,
9708-KFDBY,0,0,28,4801,
3642-GKTCT,0,0,53,4785,
0774-RMNUW,0,0,63,6420,
1334-PDUKM,0,0,39,4480,
0756-MPZRL,0,0,22,3007,
2242-MFOTG,0,0,54,3957,
2927-CVULT,0,0,43,4190,
2144-BFDSO,0,0,54,5211,
8745-PVESG,0,0,41,5281,
7647-GYYKX,0,0,79,5646,
5647-FXOTP,0,0,40,5084,
9700-ISPUP,0,0,44,3137,
9839-ETQOE,0,0,72,3176,
6078-VESFR,0,0,53,5225,
9027-TMATR,0,0,24,3972,
1941-HOSAM,0,0,47,4142,
9110-HSGTV,0,0,80,4631,
0704-VCUMB,0,0,55,5974,
6171-ZTVYB,0,0,29,2168,
1935-IMVBB,0,0,49,5955,
2535-PBCGC,0,0,30,4858,
1470-PSXNM,0,0,65,5542,
2498-XLDZR,0,0,42,4343,
9866-OCCKE,0,0,34,6010,
5338-YHWYT,0,0,77,5447,
7718-UPSKJ,0,0,26,4328,
8731-WBBMB,0,0,55,3350,
1448-CYWKC,0,0,59,4605,
7901-IIDQV,0,0,51,3398,
2690-DVRVK,0,0,54,3629,
1270-XKUCC,0,0,38,5045,
0334-ZFJSR,0,0,68,5501,
5583-EJXRD,0,0,68,4896,
4565-EVZMJ,0,0,40,5774,
3327-YBAKM,0,0,55,5369,
9441-QHEVC,0,0,30,2091,
6705-LNMDD,0,0,46,5741,
2580-ASVVY,0,0,33,4051,
3370-GQEAL,0,0,21,3409,
5032-USPKF,0,0,78,2604,
4254-QPEDE,0,0,23,4275,
6283-GITPX,0,0,26,4633,
0771-CHWSK,0,0,78,4838,
9788-HNGUT,0,0,78,5949,
9495-REDIY,0,0,29,5079,
5375-XLDOF,0,0,51,6082,
1172-VIYBP,0,0,22,4975,
6559-PDZLR,0,0,62,4191,
8992-OBVDG,0,0,63,2926,
4273-MBHYA,0,0,38,2432,
4724-WXVWF,0,0,33,4334,
5701-GUXDC,0,0,29,2519,
1460-UZPRJ,0,0,72,5971,
6082-GLJIX,0,0,22,4769,
2495-TTHBQ,0,0,24,5602,
0485-ZBSLN,0,0,39,6263,
3810-PJUHR,0,0,69,6059,
0847-HGRML,0,0,37,4402,
8232-CTLKO,0,0,80,5979,
9227-YBAXE,0,0,26,5314,
9860-LISIZ,0,0,68,2864,
0112-QAWRZ,0,0,66,5560,
2786-GCDPI,0,0,39,5570,
4043-MKDTV,0,0,31,6319,
9229-RQABD,0,0,70,3076,
8313-KTIHG,0,0,58,5281,
5320-BRKGK,0,0,62,4292,
6284-KMNUF,0,0,25,4615,
6229-UOLQL,0,0,55,5845,
3137-LUPIX,0,0,61,3334,
6143-JQKEA,0,0,80,5586,
8676-OOQEJ,0,0,29,3030,
9701-CDXHR,0,0,55,5187,
8124-NZVGJ,0,0,52,2979,
2162-FRZAA,0,0,24,5374,
5118-MUEYH,0,0,42,3109,
5627-TVBPP,0,0,72,3726,
3936-QQFLL,0,0,67,4064,
2589-AYCRP,0,0,71,4934,
4067-HLYQI,0,0,29,4860,
5124-EOGYE,0,0,35,2598,
5057-RKGLH,0,0,70,5352,
