customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges
9943-VSZUV,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.7,5060.85
7054-ENNGU,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,50.85,466.6
1455-HFBXA,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),91.6,4627.8
9402-CXWPL,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Electronic check,98.9,6838.6
1628-BIZYP,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,85.0,85.0
0082-LDZUE,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.3,44.3
5343-SGUBI,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,1,Mailed check,80.2,4297.6
0856-NAOES,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,60.9,414.1
1976-AZZPJ,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,34.2,256.6
6156-UZDLF,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),87.15,2274.1
3099-OONVS,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,54.3,1296.8
9500-WBGRP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.1,1268.85
5183-KLYEM,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),112.75,8192.6
5144-PQCDZ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.95,59.25
8514-VZHEB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.5,1147.85
6625-IUTTT,1,No,DSL,Yes,No,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),65.55,4361.55
9355-NPPFS,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.8,2006.1
0068-FIGTF,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Mailed check,78.2,2078.95
5965-GGPRW,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),105.25,7609.75
8035-PWSEV,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,89.25,487.05
2236-HILPA,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.65,1218.45
1840-BIUOG,1,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,1,Electronic check,68.7,1416.2
1356-MKYSK,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),78.65,483.3
6080-LNESI,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.75,1234.6
1830-IPXVJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.75,1311.6
5828-DWPIL,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,89.1,5618.3
8398-TBIYD,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,1,Bank transfer (automatic),84.7,6185.15
2931-FSOHN,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,59.9,788.35
9418-RUKPH,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,756.4
9971-ZWPBF,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,108.9,3625.2
4712-AUQZO,0,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Mailed check,33.6,550.35
9711-FJTBX,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Mailed check,85.85,4793.8
2908-ZTPNF,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),34.85,1267.2
8421-WZOOW,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),95.3,5567.45
1414-YADCW,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),84.6,5706.2
8756-RDDLT,0,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,44.95,3085.35
2862-PFNIK,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.7,24.7
5816-QVHRX,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),100.3,3541.4
4430-YHXGG,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,25.45,84.2
6888-SBYAI,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,50.7,50.7
7395-XWZOY,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),55.0,1165.55
7169-YWAMK,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),68.4,4855.35
6859-RKMZJ,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),55.05,608.15
2729-VNVAP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,641.35
2957-JIRMN,1,Yes,Fiber optic,No,No,No,No,Yes,No,One year,0,Electronic check,84.45,4959.15
2049-BAFNW,0,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,35.9,35.9
3842-QTGDL,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),80.75,1321.3
7163-OCEQI,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,78.65,1663.75
9782-LGXMC,1,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),61.75,3024.15
5975-BAICR,1,No,DSL,Yes,No,Yes,No,No,Yes,One year,1,Credit card (automatic),63.7,2188.5
4673-KKSLS,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,87.6,2724.25
4853-OITSN,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,89.15,413.25
9800-OUIGR,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.0,1374.2
2324-EFHVG,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),104.4,6692.65
7094-MSZAO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.05,218.5
6907-CQGPN,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,34.3,1004.75
0780-XNZFN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.65,1125.6
0239-OXEXL,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,84.25,3847.6
2675-IJRGJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.65,978.0
7049-GKVZY,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,0,Credit card (automatic),79.85,1387.35
8577-QSOCG,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.2,746.05
3721-CNZHX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.8,304.6
0212-ISBBF,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.35,1098.85
3585-YNADK,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),74.6,4368.95
5271-DBYSJ,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),79.15,827.7
1099-GODLO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.35,20.35
6828-HMKWP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),21.05,262.05
1472-TNCWL,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.7,3512.5
2080-GKCWQ,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,74.95,151.75
2193-SFWQW,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),111.95,8033.1
5656-JAMLX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1253.65
3462-BJQQA,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,89.75,552.65
0442-TDYUO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.05,1036.0
6733-LRIZX,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,108.95,4025.5
9503-XJUME,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.65,928.4
4367-NHWMM,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.9,24.9
3779-OSWCF,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),93.2,6506.15
6736-DHUQI,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),84.8,5598.3
3915-ODIYG,1,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,1,Electronic check,71.75,4374.55
1360-RCYRT,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),30.35,678.75
2724-FJDYW,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),54.85,2191.7
4451-RWASJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.5,239.75
3460-TJBWI,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.2,609.05
5917-HBSDW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.35,683.75
5671-UUNXD,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,100.65,5189.75
0956-ACVZC,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),94.1,5060.9
2325-NBPZG,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.55,233.65
4482-FTFFX,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,56.15,291.45
8859-DZTGQ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.35,689.75
0440-MOGPM,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,80.55,3263.9
0020-JDNXP,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,61.25,1993.2
3752-CQSJI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,254.5
5025-GOOKI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),18.9,347.65
4698-KVLLG,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,967.9
2887-JPYLU,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),45.2,1841.9
4770-QAZXN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.45,232.1
4896-CPRPF,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.45,809.25
9714-EDSUC,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,94.9,360.55
0282-NVSJS,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,29.3,355.9
7353-YOWFP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,129.15
8008-ESFLK,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,110.5,5835.5
7537-CBQUZ,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.4,7031.45
3363-EWLGO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,109.6
4750-UKWJK,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.6,727.8
1689-YQBYY,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.6,893.0
4487-ZYJZK,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.6,763.1
2959-FENLU,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),85.3,781.4
0708-LGSMF,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,65.85,902.25
7634-HLQJR,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,1016.7
0487-RPVUM,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),99.4,5943.65
4079-ULGFR,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,275.7
2516-XSJKX,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,78.45,3126.45
0057-QBUQH,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,25.1,1070.15
6599-SFQVE,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,55.0,340.4
8331-ZXFOE,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),71.1,4299.2
4003-FUSHP,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),61.55,1093.2
0356-ERHVT,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.9,521.9
7325-ENZFI,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),40.3,1630.4
4884-ZTHVF,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,87.1,713.6
3920-HIHMQ,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,49.5,1265.65
3055-OYMSE,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),73.8,4003.85
0613-WUXUM,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.2,1401.4
4458-KVRBJ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.0,1510.5
1397-XKKWR,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,35.3,264.8
8097-OMULG,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),76.75,4541.9
6013-BHCAW,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),81.0,4976.15
0401-WDBXM,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),105.55,7542.25
3387-PLKUI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.8,251.25
6096-EGVTU,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.9,1595.5
5081-NWSUP,1,No,DSL,No,Yes,No,Yes,No,Yes,One year,0,Mailed check,64.9,685.55
2580-ATZSQ,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),61.35,3874.1
8085-MSNLK,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,113.95,6891.4
9691-HKOVS,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,90.15,4916.95
9881-VCZEP,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,54.1,1373.0
8757-TFHHJ,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),49.8,49.8
1468-DEFNC,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.4,1548.65
5119-KEPFY,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.0,3440.25
0916-KNFAJ,1,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,1,Mailed check,69.9,4226.7
8319-QBEHW,0,No phone service,DSL,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),39.95,1023.75
9625-QNLUX,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),103.25,7074.4
4024-CSNBY,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),94.25,6849.75
7110-BDTWG,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,1,Electronic check,47.05,3263.6
7493-GVFIO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.55,1252.85
0690-SRQID,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,67.55
9605-WGJVW,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,70.2
9114-DPSIA,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),81.0,5750.0
4700-UBQMV,1,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),75.9,1549.75
7711-GQBZC,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.7,1810.55
4627-MIHJH,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),110.25,7467.55
9795-NREXC,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.0,5484.4
8573-CGOCC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.75,294.9
7356-AYNJP,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,23.9,97.5
6286-SUUWT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,19.95
4819-HJPIW,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.15,476.8
8654-DHAOW,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.15,101.65
5438-QMDDL,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,59.8,1130.85
9812-GHVRI,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),83.85,3532.25
5553-AOINX,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.9,6891.45
1228-ZLNBX,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,75.3,1570.7
4226-KKDON,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,66.65,520.95
3831-YCPUO,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),109.5,7854.9
7445-WMRBW,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),73.85,3581.4
3308-DGHKL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.3,1447.9
9924-JPRMC,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,118.2,8547.15
0080-EMYVY,1,No,DSL,No,Yes,No,No,No,No,One year,0,Credit card (automatic),51.45,727.85
6218-KNUBD,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,59.45,357.6
7337-CINUD,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.5,159.35
7609-NRNCA,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,280.85
0623-EJQEG,1,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,0,Electronic check,93.55,6069.25
7153-CHRBV,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Mailed check,59.3,3274.35
6198-PNNSZ,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),109.8,6109.65
3317-VLGQT,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.1,1122.4
4132-POCZS,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,39.9,2020.9
5614-DNZCE,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),64.9,3795.45
3896-RCYYE,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),53.4,3579.15
9638-JIQYA,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),24.9,49.7
3258-SANFR,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),44.7,276.5
3726-TBHQT,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.0,8175.9
3190-ITQXP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.25,890.35
4833-QTJNO,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),83.85,5588.8
3039-MJSLN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.2,50.6
0178-CIIKR,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,58.0
5774-QPLTF,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.35,938.95
2322-VCZHZ,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,90.0,2024.1
5010-IPEAQ,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),54.2,3623.95
6383-ZTSIW,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,0,Mailed check,99.1,3877.95
8990-YOZLV,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,66.9,4577.9
3069-SSVSN,0,No phone service,DSL,No,No,No,No,No,No,One year,0,Mailed check,25.85,25.85
5222-IMUKT,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,91.05,2871.5
6685-XSHHU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.95,1270.55
8901-UPRHR,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.2,7711.45
0118-JPNOY,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.8,2193.65
3845-FXCYS,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.65,31.2
5857-XRECV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.5,38.25
0725-CXOTM,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),89.65,3348.1
4343-EJVQB,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,74.35,533.6
9000-PLFUZ,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,1,Credit card (automatic),49.45,2907.55
3427-GGZZI,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.1,1620.8
7779-ORAEL,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),75.15,3480.35
0644-OQMDK,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.65,293.85
3154-CFSZG,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,90.05,4137.2
2220-IAHLS,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.4,19.4
1658-XUHBX,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),88.75,5348.65
2378-HTWFW,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),91.0,3180.5
4377-VDHYI,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,1,Electronic check,90.8,3023.85
3719-TDVQB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,18.95,1031.1
0201-MIBOL,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),102.4,6471.85
4937-QPZPO,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,99.9,6241.35
2925-VDZHY,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.7,6501.35
6981-TDRFT,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,54.3,2317.1
3413-CSSTH,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),55.7,2237.55
8033-VCZGH,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,103.95,5231.3
0224-NIJLP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,165.5
7542-CYDDM,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,358.5
4718-WXBGI,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),91.95,6614.9
8495-PRWFH,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,55.65,2421.75
0439-IFYUN,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,1294.6
5716-LIBJC,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.15,1299.1
2868-LLSKM,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),83.65,5733.4
2988-QRAJY,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),110.05,7430.75
